mobile_model_name,cnt
L6006,1
L6501,1
L6502,2
L675,2
L722DL,42
L79031,4
L8 Lite,2
L84VL,3
L860,2
LA7,3
LAI Zumbo S,2
LAI_Zumbo_J_2017,1
LB6,2
LB7,3
LB8,4
LB8a,4
LC6,3
LC7,4
LC8,3
LD7,6
LDN-L01,4
LDN-L21,3
LDN-LX2,2
LDN-LX3,1
LE2100,2
LE2101,1
LE2111,3
LE2113,2
LE2115,9
LE2117,34
LE2121,3
LE2123,8
LE2125,4
LE2127,7
LE6,5
LE7,3
LE7n,1
LENNY3,2
LENNY3 MAX,2
LEX626,2
LEX720,1
LEX727,2
LG-F490L,2
LG-F600L,1
LG-F650K,2
LG-H850,1
LG-K220,2
LG-K240,2
LG-K600,2
LG-LS997,1
LG-LS998,3
LG-M150,5
LG-M151,2
LG-M160,2
LG-M200,4
LG-M250,3
LG-M322,1
LG-M700,1
LG-M703,1
LG-US996,1
LGE-NX9,2
LGL164VL,1
LGL355DL,25
LGL455DL,26
LGL555DL,14
LGL82VL,2
LGLS450,2
LGLS676,2
LGLS755,4
LGLS775,3
LGLS992,2
LGM-G600L,2
LGM-M700,1
LGM-V300K,1
LGMS428,4
LGMS550,1
LGUS375,1
LGUS610,2
LIO-AL00,1
LIO-AN00,2
LIO-AN00m,2
LIO-L29,2
LK460,2
LLD-AL00,1
LLD-AL10,1
LLD-AL20,1
LLD-L21,2
LLD-L31,9
LM-F100,10
LM-F100N,1
LM-G710,17
LM-G710N,2
LM-G710VM,22
LM-G810,3
LM-G820,3
LM-G820V,42
LM-G850,7
LM-G900,53
LM-G900TM,17
LM-G910,1
LM-K300,46
LM-K400,7
LM-K410,2
LM-K420,5
LM-K500,111
LM-K510,3
LM-K520,3
LM-K525,4
LM-K920,42
LM-Q610.FGN,1
LM-Q620,5
LM-Q630,4
LM-Q710(FGN),2
LM-Q710.FG,6
LM-Q710.FGN,2
LM-Q720,73
LM-Q730,267
LM-T600,12
LM-V350,9
LM-V405,22
LM-V409N,1
LM-V450,8
LM-V500N,4
LM-V600,43
LM-X120,2
LM-X210,2
LM-X210(G),3
LM-X210APM,11
LM-X210CM,6
LM-X210CMR,4
LM-X210VPP,5
LM-X220,5
LM-X220PM,2
LM-X320,15
LM-X410UM,2
LM-X420,20
LM-X430,3
LM-X525,2
LM-X540,2
LM211BL,4
LML212VL,11
LML413DL,3
LML414DL,4
LML713DL,7
LND-L29,2
LON-AL00,2
LS-4505,2
LS-5002,2
LS-5016,1
LS-5017,2
LS-5201,2
LS-5501,2
LS-5504,2
LS-5505,3
LS-5506,2
LS-5507,2
LS675,2
LS740,2
LS770,1
LS777,1
LS991,2
LS993,4
LS996,2
LT S5,2
LT700 PRO,2
LUNA PRO,2
LYA-AL00,2
LYA-L09,52
LYA-L29,15
LYO-L01,2
Le X509,2
Le X520,3
Le X522,2
Le X526,3
Le X527,3
Le X528,3
Le X620,2
Le X820,2
Le X821,2
Leader L3,1
Leon Z5515,2
Life Max,2
Life One X2,3
Life One X2 Mini,2
London,2
M-PPxX555U,2
M-SP7HXAH,2
M1,3
M1 E,2
M1 Note,3
M1 Y13,2
M10,2
M15,2
M153,2
M154,2
M1908C3JGG,4
M2 E,2
M2 Note,2
M2-801L,2
M2-801W,2
M2-802L,2
M20,2
M2002J9E,3
M2002J9G,4
M2003J15SC,70
M2004J19C,26
M2004J19PI,1
M2004J7AC,1
M2006C3LC,1
M2006C3LG,24
M2006C3LI,2
M2006C3LII,1
M2006C3LVG,18
M2006C3MG,6
M2006C3MI,1
M2006C3MII,4
M2006C3MNG,13
M2006J10C,4
M2007J17C,40
M2007J17G,13
M2007J17I,2
M2007J1SC,3
M2007J20CG,29
M2007J22C,3
M2007J22G,8
M2007J3SC,2
M2007J3SG,16
M2007J3SI,1
M2007J3SY,5
M2010J19CG,9
M2010J19SG,7
M2010J19SI,1
M2010J19SL,4
M2010J19SY,7
M2011K2C,4
M2011K2G,9
M2012K11AC,6
M2012K11AG,16
M2012K11C,35
M2012K11G,2
M2101K6G,68
M2101K6I,5
M2101K6P,4
M2101K6R,2
M2101K7AG,9
M2101K7AI,4
M2101K7BG,6
M2101K7BI,1
M2101K7BNI,1
M2101K7BNY,22
M2101K9AG,9
M2101K9C,1
M2101K9G,20
M2102J20SG,60
M2102J20SI,1
M2102K1AC,1
M2102K1C,83
M2102K1G,3
M2103K19C,7
M2103K19G,55
M2103K19PG,8
M2103K19Y,1
M2104K10AC,9
M257,1
M2M,3
M3,1
M3 Max,2
M327,3
M351,2
M353,2
M370,3
M370i,1
M3E,2
M3X,3
M4,2
M40,2
M40(N9H3),1
M430,8
M460,2
M463C,3
M470F,1
M5,4
M5 EDGE,1
M5 Note,4
M5 Plus,2
M5 Plus Lte,2
M5 mini,2
M560,2
M571C,2
M57AC,2
M5S,2
M5c,2
M6,3
M6 Note,2
M621C,2
M680,2
M6s,2
M7,3
M7 Power,2
M7_3G_A10,1
M8,4
M8 Pro,2
M810t,2
M812i,1
M823,2
M8L 2022,5
M8L PLUS,8
M8S,2
M8Sd,2
M8Sw,2
M8e,3
M8x,2
M9,2
M910X,2
M9e,2
MAR-AL00,1
MAR-LX1A,167
MAR-LX1B,93
MAR-LX1H,2
MAR-LX1M,7
MAR-LX2,2
MAR-LX3A,4
MAR-LX3Bm,1
MAX 10,3
MAX 2,1
MAX 3,8
MED-LX9,1
MED-LX9N,4
MH-T6000,21
MHA-AL00,2
MHA-L09,1
MHA-L29,3
MI 2A,2
MI 3,2
MI 3C,2
MI 4 LTE,1
MI 4C,2
MI 4LTE,3
MI 4S,2
MI 4W,2
MI 5s,3
MI 5s Plus,3
MI 6,3
MI 6X,1
MI 8,5
MI 8 Lite,3
MI 8 Pro,1
MI 9,10
MI 9 SE,6
MI 9 Transparent Edition,1
MI CC 9 Meitu Edition,1
MI MAX 2,3
MI MAX 3,4
MI NOTE,3
MI PAD 4,1
MI PLAY,2
MI-3W,3
MIX 2,1
MIX 3,1
MIX2,2
MLA-AL10,2
MLA-L01,2
MLA-L03,2
MLA-L11,2
MLA-L12,2
MLA-L13,2
MLA-TL00,2
MO-01J,2
MOS1max,2
MP01,3
MP1503,2
MP1512,2
MP1602,2
MP260,12
MP450,5
MRD-AL00,1
MRD-LX1,81
MRD-LX1F,3
MRD-LX1N,1
MRD-LX2,2
MRD-LX3,1
MS210,3
MS330,1
MS40S,2
MS45S A6,2
MS50G,1
MS50L,1
MS550,2
MS631,3
MT-T8B22,3
MT7-CL00,3
MT7-L09,2
MT7-L10,3
MTS-T0,2
MUV,2
MUV PRO,2
MX5,2
MX6,1
MYA-AL10,2
MYA-L02,2
MYA-L03,2
MYA-L11,2
MYA-L13,2
MYA-L22,2
MYA-L23,2
MYA-L41,2
MYA-U29,2
Majesty 4G,1
Manito,2
Mars One H1,2
Max,2
Maya,2
Maya Max,2
Mi 10,80
Mi 10 Pro,1
Mi 4i,2
Mi 5,5
Mi 5C,2
Mi 5X,1
Mi 9 Lite,3
Mi 9 Pro 5G,1
Mi 9T,8
Mi 9T Pro,5
Mi A1,1
Mi A2,2
Mi A2 Lite,6
Mi A3,2
Mi MIX 2,1
Mi MIX 2S,1
Mi MIX 3,2
Mi MIX 3 5G,2
Mi Max,4
Mi Note 10,3
Mi Note 10 Lite,6
Mi Note 10 Pro,3
Mi Note 2,2
Mi Note 3,1
Mi-4c,2
Moon,2
Moto C,1
Moto E (4) Plus,2
Moto E(4),11
Moto E30,49
Moto E32,1
Moto E40,1
Moto E5 go,4
Moto E6,34
Moto E6 Play,12
Moto E6 Plus,23
Moto E6S,9
Moto E6i,1
Moto E7i Power,58
Moto G (4),7
Moto G (5) Plus,12
Moto G (5S),3
Moto G (5S) Plus,3
Moto G 5G,1
Moto G 5G (2022),178
Moto G Fast,38
Moto G Play,5
Moto G Power,63
Moto G Power (2021),456
Moto G Power (2022),438
Moto G Pro,2
Moto G Stylus,308
Moto G Stylus (2022),102
Moto G Stylus 5G,793
Moto G Stylus 5G (2022),134
Moto G20,4
Moto G200 5G,3
Moto G22,18
Moto G31(w),14
Moto G5,7
Moto G50,47
Moto G6 Forge,2
Moto G6 Play,12
Moto G6 Plus,2
Moto G7 Optimo (XT1952DL),1
Moto G7 Optimo Maxx(XT1955DL),4
Moto G7 Play,39
Moto G7 Plus,11
Moto G7 Power,58
Moto G7 Supra,22
Moto G8 Play,1
Moto G82 5G,2
Moto G9 Play,50
Moto One Macro,4
Moto X4,3
Moto Z2,10
Moto Z2 Play,1
Moto Z3,16
Moto Z3 Play,3
Moto Z4,48
Moto e (XT2052DL),83
Moto e20,24
Moto e5 plus,5
Moto g(7),8
Moto g(8) power lite,60
Moto g(9),2
Moto g41,2
MotoG3,3
MotoG3-TE,2
Mx6,1
N1,3
N10,1
N10-EEA,1
N1374DL,27
N152DL,32
N1T,2
N1W,2
N2,2
N20 Pro,1
N30,2
N40 Pro,2
N503,2
N5207,2
N5502L,9
N551 Go Action,2
N5702L,1
N6,2
N9,2
N9131,2
N9136,2
N939Sc,3
N9517,1
N9519,2
N9560,4
N9S,1
NAM-LX9,2
NCE-AL00,2
NCE-AL10,2
NE2210,2
NE2213,3
NE2215,2
NE2217,4
NEM-AL10,2
NEM-L22,2
NEM-L51,2
NEM-TL00,2
NEM-UL10,3
NEX A,1
NEX S,1
NMO-L23,2
NMO-L31,2
NOH-AN00,3
NOP-AN00,1
NOTE 20,3
NOTE 20 PRO,1
NOTE 7,3
NTH-AN00,1
NTH-NX9,10
NTN-L22,1
NTN-LX1,6
NX16A11264,2
NX503A,2
NX505J,3
NX507J,2
NX508J,2
NX510J,2
NX511J,2
NX512J,2
NX513J,2
NX523J_V1,3
NX531J,3
NX541J,2
NX549J,3
NX551J,2
NX569H,2
NX569J,2
NX573J,2
NX575J,2
NX612J,1
NX666J,1
NX669J,3
NXA8LTE116,2
NXT-AL10,2
NXT-DL00,1
NXT-L09,2
NXT-L29,3
Neffos C9A,1
Neffos Y5,1
Neffos Y50,2
Neva 80,3
Next,2
Nexus 5,7
Nexus 5X,6
Nexus 6P,2
Nexus 7,4
Nitro 55C,7
Nitro 5M,2
Nitro 5P,1
Nitro 8,5
Note 10,16
Note 11P,3
Note 12P,4
Note 13P,1
Note 3,2
Note 6,4
Note 6P,3
Note 7P,2
Note 8,4
Note 8P,3
Note 9P,12
Note S,2
Notepad 102,1
OD105,2
ONA19TB003,2
ONE A2001,3
ONE A2003,5
One,3
One 5G,17
One 5G UW,58
One 5G UW Ace,65
One 801e,1
One A2005,2
One A9s,2
One Action,10
One Fusion,5
One Fusion+,1
One Hyper,5
One M7,2
One M8St,2
One M8d,2
One M8s,2
One M8t,2
One Max,3
One S9,2
One Touch Idol 4 6055K,2
One Vision,2
One X9,2
One Zoom,1
One dual Sim,2
P01M,1
P01T_1,2
P01W,2
P024,2
P1,2
P10,4
P11,4
P12,2
P1a41,2
P1a42,3
P1c58,3
P1c72,3
P20,2
P20HD EEA,4
P2a42,5
P30,2
P32,4
P50,2
P500,2
P5006A,2
P5046A,2
P550S,2
P600,4
P651W,3
P7,2
P7 Max,2
P7-L09,2
P7-L10,2
P7000,2
P703,1
P8,1
P8 Energy Mini,2
P802,2
P85,2
P8W,2
P8max,2
P9,3
P9000,2
PAAT00,1
PACT00,1
PAHM00,1
PAM524,1
PAR-AL00,1
PAR-LX1,1
PAR-LX1M,1
PAR-LX9,1
PAR-TL00,1
PB1-750M,2
PB1-770M,2
PB2-650M,2
PB2-650Y,2
PB2-670M,2
PB2-670Y,2
PB2-690Y,2
PBAM00,1
PBBM00,1
PBBT00,1
PBCM30,1
PBCT10,1
PCAM00,1
PCAM10,1
PCDM10,1
PCHM10,1
PCHM30,1
PCKM00,4
PCLM10,1
PCLM50,1
PCT-AL10,4
PCT-L29,8
PDBM00,1
PDCM00,1
PDEM30,1
PDRM00,1
PE-CL00,2
PE-TL10,2
PEAT00,1
PEDM00,1
PEMM00,1
PEPM00,2
PEXM00,1
PEYM00,2
PFGM00,1
PFJM10,2
PGBM10,2
PGN518,2
PGN522,2
PGN523,2
PGN527,2
PGN528,2
PGN605,2
PGN610,2
PGN611,3
PGN613,1
PH-1,2
PHQ526,2
PLAY LiTE,2
PLK,2
PLK-AL10,2
PLK-L01,3
PLK-TL01H,3
PLK-UL00,1
POCO F1,3
POCO F2 Pro,5
POCO X2,4
POT-LX1,99
POT-LX1A,25
POT-LX1AF,2
POT-LX1T,5
POT-LX3,1
PPA-LX2,8
PR651,1
PR651E,3
PR651H,3
PR652B,3
PRA-AL00X,2
PRA-LA1,3
PRA-LX1,4
PRA-LX3,1
PRO 5,2
PRO 6,2
PRO 6 Plus,1
PRO 7 Plus,1
PSP3510DUO,2
PSP7511DUO,1
PVG100,2
Phantom6,2
Phantom6 Plus,3
Phantom6S,1
Phone,3
Phone 2,4
PhonePad 3,2
PhoneT2,2
Pixel,7
Pixel 2,47
Pixel 2 XL,74
Pixel 3,63
Pixel 3 XL,69
Pixel 3a,70
Pixel 3a XL,28
Pixel 4,76
Pixel 4 XL,38
Pixel 4a,206
Pixel 4a (5G),51
Pixel 5,56
Pixel 5a,32
Pixel 6,297
Pixel 6 Pro,133
Pixel 6a,160
Pixel 7,7
Pixel 7 Pro,5
Pixel XL,13
Platinum 4.0,2
Platinum F5,1
Plume L1,1
Plume L6 Pro,2
Pluto,2
Point X501,2
Power,2
Power 3,1
Power 6,1
Power Armor 13,3
Power P1,2
Power Rage Evo,2
Prime 4,1
Prime X1,2
Primo RX7 Mini,1
Pro 6s,2
Q10,1
Q1000s Plus,2
Q2 Plus,2
Q350,2
Q351,2
Q397,2
Q4 Pro,3
Q402,2
Q402 Ultra,1
Q409,2
Q4101,2
Q4202,2
Q4251,2
Q427,2
Q501,1
Q6,3
Q710.FGN,3
Q710AL,16
Q710PL,2
QS5509A,5
QTASUN1,3
QTAXIA1,3
Quest,3
R1,2
R1 HD,2
R100,2
R11,2
R11 Plus,2
R11 Plusk,1
R11t,1
R1s,2
R45,1
R50A,2
R50B,2
R678L5,2
R7,2
R7Plus,2
R7Plusf,2
R7c,2
R7g,2
R7s,2
R7sPlus,2
R7sf,2
R7sm,3
R8106,2
R8107,2
R829,2
R8L5T,2
R9 Plus Dual SIM TD-LTE,3
R9 Plustm A,3
R9m,2
R9s,3
R9s Plus,3
R9sk,3
R9st,2
R9tm,2
RA6,1
RAIN A3000,1
RC545L,45
RC555L,3
RCT6303W87M7,2
RCT6378W2,2
RCT6513W87DK5e,2
RCT6613W23P,1
RCT6613W23PU,1
RCT6973W43MD,1
RCT6A03W13,1
RCT6B06P23,2
REVVL 2 PLUS,2
REVVL V+ 5G,320
REVVLPLUS C3701A,3
REVVLRY,19
REVVLRY+,7
RIO-AL00,5
RIO-CL00,3
RIO-L01,6
RIO-L02,3
RIO-L03,2
RIO-TL00,3
RIO-UL00,4
RK312x,2
RMX1801,1
RMX1809,1
RMX1811,3
RMX1825,1
RMX1831,2
RMX1833,1
RMX1851,1
RMX1901,2
RMX1911,4
RMX1921,2
RMX1925,2
RMX1931,3
RMX1941,1
RMX1971,6
RMX1991,4
RMX2001,7
RMX2002,1
RMX2020,3
RMX2021,1
RMX2027,1
RMX2030,1
RMX2040,5
RMX2061,1
RMX2063,4
RMX2075,1
RMX2085,1
RMX2086,2
RMX2101,1
RMX2103,1
RMX2111,2
RMX2117,1
RMX2144,5
RMX2151,2
RMX2155,3
RMX2170,6
RMX2173,1
RMX2180,2
RMX2185,1
RMX2189,2
RMX2193,2
RMX2195,5
RMX3031,2
RMX3081,4
RMX3085,4
RMX3092,2
RMX3142,1
RMX3151,5
RMX3171,1
RMX3195,6
RMX3201,6
RMX3231,6
RMX3235,1
RMX3241,11
RMX3242,1
RMX3261,1
RMX3263,1
RMX3268,1
RMX3269,4
RMX3286,2
RMX3311,1
RMX3357,1
RMX3363,7
RMX3366,2
RMX3370,2
RMX3381,2
RMX3392,2
RMX3393,2
RMX3430,1
RMX3472,1
RMX3491,1
RMX3501,1
RMX3511,2
RMX3521,1
RNE-L01,1
RNE-L21,10
RNE-L22,1
ROBBY,2
RP01,3
RS500,2
RS501,1
RS988,2
RVL-AL09,1
Rainbow,2
Razr 2019,5
Redmi 3S,3
Redmi 3X,2
Redmi 4,3
Redmi 4A,3
Redmi 4X,4
Redmi 5,1
Redmi 5 Plus,4
Redmi 5A,1
Redmi 6,4
Redmi 6 Pro,1
Redmi 6A,4
Redmi 7,3
Redmi 7A,3
Redmi 8,11
Redmi 8A,4
Redmi 8A Dual,2
Redmi K20 Pro,2
Redmi K20 Pro Premium Edition,2
Redmi K30,1
Redmi K30 5G,2
Redmi K30 Pro,7
Redmi K30i 5G,79
Redmi Note 2,2
Redmi Note 3,4
Redmi Note 4,8
Redmi Note 4X,3
Redmi Note 5,7
Redmi Note 5 Pro,4
Redmi Note 5A,1
Redmi Note 5A Prime,2
Redmi Note 6 Pro,3
Redmi Note 7,18
Redmi Note 7 Pro,3
Redmi Note 7S,1
Redmi Note 8,16
Redmi Note 8 Pro,41
Redmi Note 8T,16
Redmi Note 9 Pro,32
Redmi Note 9 Pro Max,2
Redmi Note 9S,18
Redmi Pro,2
Redmi S2,1
Redmi Y1,1
Redmi Y1 Lite,1
Redmi Y2,1
Redmi Y3,2
Rise 51,2
Rise31,2
Rise32,2
Rocket,2
Royale X1,2
Ryu,1
S0-04G,2
S1,6
S1 PRO,2
S10,7
S10 Lite,7
S10B,4
S10CL,2
S10L,2
S11,6
S11 Lite,4
S11 Plus,2
S12,3
S12 Lite,3
S1La40,2
S1a40,2
S2,3
S20,2
S20_EEA,1
S21,1
S3,2
S30,1
S31,3
S35,2
S40,1
S40 Pro,2
S41,2
S42,5
S430,2
S440,2
S45,2
S471,2
S48c,2
S4Z,2
S5 Pro,2
S502,2
S5027,1
S5028,2
S50D,2
S52,2
S520,2
S520 M,2
S55,3
S5502L,3
S58 Pro,3
S59,1
S59 Pro,4
S5E_NXT,2
S6,5
S6 PLUS,2
S6 Pro,2
S60,2
S6001L,1
S6003L,8
S61,4
S616,1
S62,4
S62 Pro,1
S6303L,2
S6s,2
S7,2
S7C,2
S8,4
S8-50L,2
S810,2
S86,1
S86 Pro,1
S88 Plus,2
S88Pro,1
S9,5
S95Pro,1
S96 Pro,1
S960,3
S968T,2
S97Pro,1
S99,1
SBM303SH,2
SC-02F,2
SC-02G,2
SC-02H,4
SC-03J,2
SC-04E,2
SC-04F,3
SCG02,2
SCH i545,5
SCH-I959,2
SCH-R970,2
SCL-L01,2
SCM-W09,1
SCV32,2
SCV33,2
SCV36,2
SCV38,3
SCV41,3
SF1,2
SGH-I337,5
SGH-I337M,4
SGH-I537,2
SGH-I777,2
SGH-M919,2
SGH-M919N,2
SGH-N075T,1
SGP521,2
SH-01G,2
SH-01K,1
SH-01L,1
SH-02H,2
SH-03G,2
SH-O2G,2
SHARK KLE-A0,1
SHARK KLE-H0,1
SHARK KSR-H0,1
SHARK PRS-A0,1
SHARK PRS-H0,1
SHT-AL09,1
SHT-W09,1
SHV-E300K,2
SHV-E300L,2
SHV-E300S,2
SHV-E330K,2
SHV-E330L,2
SHV-E330S,2
SHV-E470S,2
SHV38,2
SKW-A0,1
SKW-H0,1
SL5200,2
SL555,2
SLA-L02,1
SLA-L22,3
SLTDVD1024,1
SM-A013F,1
SM-A013G,12
SM-A013M,2
SM-A015A,6
SM-A015AZ,6
SM-A015F,6
SM-A015M,6
SM-A015T1,10
SM-A015U,3
SM-A015U1,2
SM-A015V,6
SM-A022F,14
SM-A022G,2
SM-A022M,6
SM-A025A,21
SM-A025AZ,40
SM-A025F,68
SM-A025G,16
SM-A025M,7
SM-A025U,126
SM-A025U1,43
SM-A025V,63
SM-A032F,31
SM-A032M,5
SM-A035F,16
SM-A035G,52
SM-A035M,3
SM-A037F,43
SM-A037G,72
SM-A037M,2
SM-A037U,573
SM-A037U1,15
SM-A037W,5
SM-A102U,152
SM-A102U1,10
SM-A102W,2
SM-A105F,94
SM-A105FN,22
SM-A105G,6
SM-A105M,5
SM-A107F,47
SM-A107M,21
SM-A115A,37
SM-A115AP,13
SM-A115AZ,33
SM-A115F,28
SM-A115M,5
SM-A115U,98
SM-A115U1,5
SM-A115W,3
SM-A125F,637
SM-A125M,11
SM-A125U,649
SM-A125U1,78
SM-A125W,2
SM-A127DL,110
SM-A127F,684
SM-A127M,7
SM-A135F,272
SM-A135M,6
SM-A135U,173
SM-A135U1,14
SM-A136B,9
SM-A136U,975
SM-A136U1,27
SM-A136W,1
SM-A137F,178
SM-A202F,167
SM-A202K,2
SM-A205F,10
SM-A205FN,3
SM-A205G,5
SM-A205GN,1
SM-A205S,1
SM-A205U,92
SM-A205U1,7
SM-A205W,4
SM-A205YN,5
SM-A207F,12
SM-A207M,19
SM-A215DL,71
SM-A215U,134
SM-A215U1,14
SM-A215W,5
SM-A217F,387
SM-A217M,29
SM-A225F,27
SM-A225M,5
SM-A226B,440
SM-A226BR,1
SM-A235F,6
SM-A235M,1
SM-A235N,2
SM-A236B,2
SM-A236U,6
SM-A260F,1
SM-A260G,2
SM-A300FU,6
SM-A300Y,2
SM-A3050,2
SM-A305F,6
SM-A305FN,3
SM-A305G,5
SM-A305GN,1
SM-A305GT,1
SM-A307FN,15
SM-A307G,8
SM-A307GN,4
SM-A307GT,2
SM-A310F,5
SM-A310M,2
SM-A310N0,2
SM-A315F,9
SM-A315G,22
SM-A320F,3
SM-A320FL,8
SM-A320Y,2
SM-A325F,39
SM-A325M,9
SM-A325N,1
SM-A326B,308
SM-A326U,830
SM-A326U1,25
SM-A326W,9
SM-A336B,49
SM-A336E,3
SM-A405FM,1
SM-A405FN,113
SM-A415F,116
SM-A4260,1
SM-A426B,32
SM-A426DL,7
SM-A426U,189
SM-A426U1,21
SM-A500F,2
SM-A500FU,2
SM-A500G,2
SM-A500H,2
SM-A500K,1
SM-A500L,2
SM-A500M,2
SM-A500S,2
SM-A500W,2
SM-A500Y,2
SM-A505F,17
SM-A505FM,1
SM-A505FN,103
SM-A505G,5
SM-A505GN,1
SM-A505GT,1
SM-A505M,3
SM-A505U,51
SM-A505U1,10
SM-A505W,3
SM-A505YN,2
SM-A507FN,6
SM-A5100,3
SM-A5108,2
SM-A510F,5
SM-A510M,2
SM-A510S,1
SM-A510Y,3
SM-A515F,260
SM-A515U,95
SM-A515U1,19
SM-A515W,5
SM-A516B,12
SM-A516U,73
SM-A516U1,2
SM-A516V,38
SM-A520F,44
SM-A520K,2
SM-A520W,1
SM-A525F,32
SM-A525M,6
SM-A5260,6
SM-A526B,83
SM-A526U,196
SM-A526U1,10
SM-A526W,9
SM-A528B,402
SM-A530F,24
SM-A530W,7
SM-A5360,5
SM-A536B,151
SM-A536E,8
SM-A536U,165
SM-A536U1,29
SM-A536V,43
SM-A600A,1
SM-A600AZ,4
SM-A600F,2
SM-A600FN,28
SM-A600G,2
SM-A600GN,1
SM-A600P,3
SM-A600T,1
SM-A600T1,3
SM-A6050,1
SM-A605F,2
SM-A605FN,4
SM-A605G,3
SM-A605GN,1
SM-A6060,2
SM-A7000,3
SM-A7009,3
SM-A700F,3
SM-A700FD,4
SM-A700H,4
SM-A700K,2
SM-A700L,2
SM-A700S,3
SM-A700YD,2
SM-A7050,1
SM-A705F,1
SM-A705FN,127
SM-A705MN,9
SM-A705U,1
SM-A705W,4
SM-A705X,1
SM-A7100,3
SM-A7108,3
SM-A710F,4
SM-A710K,1
SM-A710L,2
SM-A710M,3
SM-A710S,1
SM-A710Y,3
SM-A715F,265
SM-A715W,4
SM-A716B,1
SM-A716U,199
SM-A716U1,16
SM-A716V,39
SM-A720F,9
SM-A725F,12
SM-A725M,3
SM-A730F,3
SM-A736B,7
SM-A750F,5
SM-A750FN,18
SM-A750G,3
SM-A750GN,2
SM-A8000,3
SM-A800F,3
SM-A800I,3
SM-A800IZ,2
SM-A805F,14
SM-A805N,4
SM-A810F,4
SM-A810S,2
SM-A810YZ,2
SM-A9000,3
SM-A908B,18
SM-A908N,3
SM-A9100,4
SM-A910F,4
SM-A920F,29
SM-C5000,3
SM-C5010,2
SM-C5018,1
SM-C7000,4
SM-C7010,4
SM-C7100,1
SM-C710F,1
SM-C9000,4
SM-C9008,2
SM-C900F,4
SM-E225F,2
SM-E5260,2
SM-E625F,2
SM-F127G,5
SM-F415F,2
SM-F700F,4
SM-F700U,3
SM-F700U1,2
SM-F700W,1
SM-F707B,2
SM-F707U,6
SM-F707U1,1
SM-F7110,1
SM-F711B,86
SM-F711N,1
SM-F711U,155
SM-F711U1,16
SM-F721B,5
SM-F721U,34
SM-F721U1,5
SM-F900B,2
SM-F900F,2
SM-F900U,2
SM-F916B,11
SM-F916U,3
SM-F916U1,2
SM-F926B,30
SM-F926U,42
SM-F926U1,8
SM-F936B,1
SM-F936U,3
SM-F936U1,4
SM-G160N,2
SM-G316HU,2
SM-G360V,2
SM-G361H,2
SM-G388F,2
SM-G389F,2
SM-G390F,6
SM-G390W,1
SM-G398FN,1
SM-G525F,3
SM-G530A,2
SM-G530F,2
SM-G530H,1
SM-G530R7,2
SM-G530W,2
SM-G531H,3
SM-G532F,2
SM-G532G,4
SM-G532M,2
SM-G532MT,2
SM-G5500,1
SM-G550FY,3
SM-G550T,2
SM-G550T1,2
SM-G5510,2
SM-G5520,2
SM-G5528,2
SM-G5700,1
SM-G570F,5
SM-G570M,3
SM-G570Y,1
SM-G6000,2
SM-G600F,1
SM-G600FY,2
SM-G600S,2
SM-G6100,4
SM-G610F,8
SM-G610K,1
SM-G610L,2
SM-G610M,4
SM-G610S,2
SM-G610Y,2
SM-G611F,3
SM-G611FF,1
SM-G611M,1
SM-G611MT,1
SM-G615F,4
SM-G715A,2
SM-G715FN,1
SM-G715U,4
SM-G715U1,17
SM-G720N0,2
SM-G770F,63
SM-G770U1,4
SM-G780F,154
SM-G780G,208
SM-G7810,77
SM-G781B,154
SM-G781N,2
SM-G781U,340
SM-G781U1,56
SM-G781V,380
SM-G781W,14
SM-G800F,2
SM-G800H,2
SM-G800M,2
SM-G850Y,1
SM-G870A,3
SM-G870F,1
SM-G870W,1
SM-G890A,6
SM-G891A,8
SM-G892A,30
SM-G892U,7
SM-G9006V,3
SM-G9006W,2
SM-G9008V,3
SM-G900A,8
SM-G900AZ,2
SM-G900F,8
SM-G900FD,3
SM-G900FQ,2
SM-G900H,3
SM-G900I,4
SM-G900K,3
SM-G900L,3
